cafe_id,cafe_name,address,feature
ChIJrxQ45X7xaS4RHH5b8A1WCqQ,The Cat Cabin,"The Cat Cabin, Jl. Kemang Raya No.31, RT.13/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720","indoor, industrial cafe, pet cafe, books cafe, family cafe, nonsmoking, coffee, noncoffee"
ChIJGQ1hkdX1aS4Rq1rdFefMN38,Jakarta Coffee House,"Jakarta Coffee House, Jl. K.H. Wahid Hasyim No.59, RT.1/RW.3, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","indoor, vintage, art cafe, good views, smoking, nonsmoking, coffee, noncoffee"
ChIJKQIm3L3zaS4RoPhv_j0rx68,D'Bubbles shisha Cafe Tebet,"D'Bubbles shisha Cafe Tebet, Jl. Tebet Barat Dalam Raya No.51, RT.6/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810","indoor, vintage, 24 hours cafe, meeting cafe, country food, smoking, noncoffee"
ChIJwWb9eQj0aS4Rp0okRO3P3-Y,The People's Cafe,"The People's Cafe, Mall, Setiabudi One, Jl. H. R. Rasuna Said No.18, RT.18/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940","indoor, meeting cafe, family cafe, country food, nonsmoking, coffee, noncoffee"
ChIJuzwfzmfxaS4RIQjKYi4wfdc,OverLimit Cafe & Coffee Jakarta,"OverLimit Cafe & Coffee Jakarta, Jl. H. Soleh II No.2B, RT.7/RW.2, Sukabumi Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560","outdoor, indoor, minimalis cafe, industrial cafe, meeting cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJBXQMVOzzaS4RVYIMC8ymGqk,Waroeng Sadjoe,"Waroeng Sadjoe, RT.12/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810","indoor, meeting cafe, family cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJQdJl7__1aS4RqGHX18-Mblk,O'delice Cafe,"O'delice Cafe, 3, Jl. HOS. Cokroaminoto No.22, RT.5/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","outdoor, indoor, vintage, meeting cafe, family cafe, country food, smoking, nonsmoking, coffee, noncoffee"
ChIJ0_F9RMfzaS4R8JtcOyfNnzU,"Bach Coffee, Kuningan city","Bach Coffee, Kuningan city, Kuningan city mall ground floor, Jl. Prof. DR. Satrio No.8, RT.14/RW.4, Kuningan, Karet Kuningan, Setiabudi, South Jakarta City, Jakarta 12940","indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJq4gFVIjxaS4RT7tBSmrflLI,Sang Cafe Jakarta,"Sang Cafe Jakarta, Jl. Tebet Timur Dalam Raya No.69, RT.11/RW.7, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820","outdoor, indoor, minimalis cafe, family cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJxzoGIT_0aS4R-8F9vOO-kzk,EatWell Coffee Cikini,"EatWell Coffee Cikini, Ibis Budget Hotel Lt. Dasar, Jl. Cikini Raya No.75, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330","outdoor, 24 hours cafe, meeting cafe, good views, family cafe, nonsmoking, coffee, noncoffee"
ChIJw19o1YL0aS4RBaSpx6ev-VQ,New Memories Cafe,"New Memories Cafe, Jl. Jaksa No.17, RT.8/RW.5, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","indoor, vintage, meeting cafe, smoking, noncoffee"
ChIJAQBAgSb0aS4Rpl46Fe8jWqA,The Coffee Bean,"The Coffee Bean, Jl. M.H. Thamrin No.30, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee"
ChIJ8ccilZPzaS4R6FvhaRIeJGM,J&R Coffee and Eatery,"J&R Coffee and Eatery, Jl. Persada I No.7, RT.4/RW.15, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870","outdoor, indoor, vintage, study cafe, good views, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe"
ChIJLxBcNEz1aS4Rz-ylGMhisWI,CTB Menteng - Coffee & Tea,"CTB Menteng - Coffee & Tea, Jl. Yusuf Adiwinata No.45, RT.8/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","outdoor, indoor, industrial cafe, coffee, noncoffee"
ChIJv4twJgX0aS4RPU85z_L9IIo,Tovass Cafe,"Tovass Cafe, Jl. Setia Budi Tengah No.30, RT.5/RW.1, Kuningan, Setia Budi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910","indoor, 24 hours cafe, smoking, coffee, noncoffee"
ChIJvQ15L9j1aS4R9Vg1P2V_scw,KAY's CAFE,"KAY's CAFE, Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710","indoor, minimalis cafe, modern cafe, nonsmoking, coffee, noncoffee"
ChIJa7_Shg7zaS4RvqQKON4lSjQ,Stillwater Cafe,"Stillwater Cafe, Cyber 1 Building's Lobby Floor Jalan Kuningan Barat Raya no.8, RT.1/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","indoor, minimalis cafe, meeting cafe, study cafe, nonsmoking, coffee, noncoffee"
ChIJETO0FDLxaS4R7rjOTPersaY,Jakarta Coffee House Senayan,"Jakarta Coffee House Senayan, Jl. Senayan No.67, RT.8/RW.6, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180","outdoor, industrial cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJmaMBRFz1aS4RtpAvB4xYGow,See You On Top Espresso Bar,"See You On Top Espresso Bar, Jl. Proklamasi No.68, RT.2/RW.5, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320","outdoor, industrial cafe, nonsmoking, coffee, noncoffee"
ChIJlX0F7przaS4RiylbKJgpq-o,Rooftop Cafe,"Rooftop Cafe, Jl. Tebet Raya No.53, RT.3/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820","outdoor, indoor, modern cafe, meeting cafe, good views, smoking, nonsmoking, coffee, noncoffee"
ChIJsQOmkgj0aS4RHs7WWNfPiZE,Infinite Cafe Jakarta,"Infinite Cafe Jakarta, Wirausaha Building, Jalan Rasuna Said Kav C5 1st floor, RT.3/RW.1, Karet, Setiabudi, South Jakarta City, Jakarta 12920","outdoor, indoor, meeting cafe, study cafe, meeting cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJmfUdzT7xaS4RmC5ZrzudiX4,Cafe 18,"Cafe 18, Jl. Langsat I No.18, RT.2/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130","outdoor, indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, good views, nonsmoking, coffee, noncoffee"
ChIJf3dvwCT1aS4RHt8NU4_ajeg,Noah Cafe,"Noah Cafe, Jl. Setiabudi Raya No.12, Kuningan, Setia Budi, Setiabudi, South Jakarta City, Jakarta 12910","indoor, modern cafe, meeting cafe, family cafe, nonsmoking, noncoffee"
ChIJSSiBI8LxaS4RNNFCSObC2YE,FRIENDS 52 Cafe,"FRIENDS 52 Cafe, Jl. Caringin Barat No.13, RT.15/RW.10, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430","outdoor, good views, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe"
ChIJv5x7qDTzaS4RYDqjIbdI1G4,JW Eat Out,"JW Eat Out, JW Marriott Jakarta RT.5, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950","outdoor, vintage, good views, nonsmoking, coffee, noncoffee, garden cafe"
ChIJiw90zcj3aS4RoQA9YivPItA,Streetcafe_jkt,"Streetcafe_jkt, Jl. Karet Pasar Baru Barat VII No.19, RT.13/RW.2, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220","outdoor, industrial cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJgRjK06TxaS4RBD-wD_3NM4c,Claudio Coffee,"Claudio Coffee, Jl. Gunawarman No.67, RW.7, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180","outdoor, indoor, vintage, industrial cafe, smoking, nonsmoking, coffee, noncoffee"
ChIJTW1sJjbzaS4R3dLZuM7aRVI,Holmes cafe,"QRHC+CP3 Holmes cafe, Jl. Karet Pedurenan, RT.9/RW.4, Kuningan, Karet Kuningan, Setiabudi, South Jakarta City, Jakarta 12940","indoor, vintage, minimalis cafe, meeting cafe, study cafe, nonsmoking, coffee, noncoffee"
