like_id,user_id,cafe_id,Kpopers,JapanLovers,AnimalLovers,Quite,MusicLovers,BookLovers,ArtLovers,ViewsLovers,CoffeeLovers,NonCoffeeLovers,groupsComer,outdoor,Indoor,RetroVintage,MinimalisCafe,IndustrialCafe,ModernCafe,ArtCafe,PetCafe,BooksCafe,24HoursCafe,MeetingCafe,StudyCafe,goodViews,FamilyCafe,CountryFood,Smoking,NonSmoking,Coffee,NonCoffee,GardenCafe,vote
142,322,ChIJSSiBI8LxaS4RNNFCSObC2YE,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
143,394,ChIJ801wIyb0aS4RLceC1-Ez7HY,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0
144,349,ChIJAQBAgSb0aS4Rpl46Fe8jWqA,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
145,845,ChIJ6SEPNDz3aS4R4vV0JZXzhx8,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
146,107,ChIJB69uV3v1aS4Ra5IjAWeQWu4,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0
147,85,ChIJAQAAADvxaS4RYy8Y43ojJmg,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
148,336,ChIJ5264kWf1aS4R9ED7F-k4SFI,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
149,607,ChIJqT4xjkz2aS4Rchw7cwhotAk,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
150,334,ChIJZ3frHBX0aS4Rb3PvKlxkrHk,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
151,144,ChIJPyAcAqj2aS4RvmUSW1Spylw,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
152,63,ChIJn29omlLxaS4R_jLgTKMrEAI,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0
153,187,ChIJ-8lqzk3zaS4Rh2M9FQYV9e4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
154,562,ChIJlTlbeInxaS4R69-iUDBNNtw,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
155,368,ChIJi2bcxOv1aS4RRpyWk30UrUI,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
156,18,ChIJgRjK06TxaS4RBD-wD_3NM4c,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
157,593,ChIJxzoGIT_0aS4R-8F9vOO-kzk,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1
158,129,ChIJ-8eV1_bzaS4RGcv6l8kxBsE,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
159,398,ChIJ0_F9RMfzaS4R8JtcOyfNnzU,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
160,326,ChIJp0ZODSz1aS4RdTVv3fRpvPI,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
161,379,ChIJTW1sJjbzaS4R3dLZuM7aRVI,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
162,218,ChIJmS8JUrT2aS4R99BZY-87klI,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
163,608,ChIJqT4xjkz2aS4Rchw7cwhotAk,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
164,778,ChIJMZdo9l7xaS4RX260ajTz9-Q,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
165,800,ChIJVyllMOL1aS4R5fVisPHnq-M,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
166,58,ChIJ9XaW1dXzaS4RdYApBrzQ-Q4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
167,868,ChIJa7_Shg7zaS4RvqQKON4lSjQ,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
168,774,ChIJlTlbeInxaS4R69-iUDBNNtw,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
169,845,ChIJVyllMOL1aS4R5fVisPHnq-M,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
170,796,ChIJWTAQFkf1aS4R5VdtGaOQ60s,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
171,91,ChIJq4gFVIjxaS4RT7tBSmrflLI,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
172,820,ChIJsQOmkgj0aS4RHs7WWNfPiZE,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
173,536,ChIJsQOmkgj0aS4RHs7WWNfPiZE,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
174,642,ChIJa7_Shg7zaS4RvqQKON4lSjQ,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
175,188,ChIJZ3frHBX0aS4Rb3PvKlxkrHk,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
176,165,ChIJx_DulDn0aS4Rz1M0qxD0HXc,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
177,952,ChIJgw8nWvnxaS4RT17DoeMT93o,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0
178,677,ChIJETO0FDLxaS4R7rjOTPersaY,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
179,878,ChIJi2bcxOv1aS4RRpyWk30UrUI,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
180,621,ChIJy7e0JS_0aS4R95MRrols1bk,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
181,963,ChIJ1V1pomv0aS4RuKukVVZqrI0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
182,750,ChIJpfTkUJjzaS4RmNzWVlzVBjI,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
183,179,ChIJL_hVP5TzaS4R7xRcTWCjvQY,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
184,210,ChIJv4twJgX0aS4RPU85z_L9IIo,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
185,580,ChIJnauaQJP1aS4RDsAu9OYNn-c,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0
186,303,ChIJpfTkUJjzaS4RmNzWVlzVBjI,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
187,904,ChIJ-8lqzk3zaS4Rh2M9FQYV9e4,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
188,993,ChIJ8ccilZPzaS4R6FvhaRIeJGM,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
189,91,ChIJW_4bsXP0aS4RdvVxk8IA3vc,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1
190,257,ChIJ1_Zg-yPzaS4RIwjcrpDXCxA,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
191,947,ChIJNVc1Tnj2aS4RJjDPK_m5LPc,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1
192,252,ChIJiw90zcj3aS4RoQA9YivPItA,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
193,658,ChIJfSWhHbD2aS4RSlEjjjW7Jvc,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
194,797,ChIJTW1sJjbzaS4R3dLZuM7aRVI,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
195,225,ChIJ1V1pomv0aS4RuKukVVZqrI0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
196,622,ChIJmfUdzT7xaS4RmC5ZrzudiX4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1
197,764,ChIJMZdo9l7xaS4RX260ajTz9-Q,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
198,281,ChIJtX1aSBT0aS4RYeoXrSXRWCY,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
199,181,ChIJiw90zcj3aS4RoQA9YivPItA,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
200,263,ChIJAQAAADvxaS4RYy8Y43ojJmg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
201,177,ChIJ8ccilZPzaS4R6FvhaRIeJGM,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
202,593,ChIJsSyuJj_0aS4RcemBZXiAhYc,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
203,56,ChIJgw-JUYjxaS4RrEbIUDPCWbQ,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
204,67,ChIJpfTkUJjzaS4RmNzWVlzVBjI,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
205,755,ChIJETO0FDLxaS4R7rjOTPersaY,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
206,678,ChIJq6ca0EjxaS4RfRbksOau540,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
207,456,ChIJv4twJgX0aS4RPU85z_L9IIo,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
208,416,ChIJIVgDwITzaS4RoLDF92SgAB0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
209,581,ChIJi2bcxOv1aS4RRpyWk30UrUI,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
210,557,ChIJHxRrAlzxaS4ROnIj33hO9qc,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
211,479,ChIJIVgDwITzaS4RoLDF92SgAB0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
212,595,ChIJ5264kWf1aS4R9ED7F-k4SFI,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
213,609,ChIJQdJl7__1aS4RqGHX18-Mblk,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
214,161,ChIJTW1sJjbzaS4R3dLZuM7aRVI,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
215,830,ChIJ5264kWf1aS4R9ED7F-k4SFI,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
216,577,ChIJxzoGIT_0aS4R-8F9vOO-kzk,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1
217,796,ChIJv5x7qDTzaS4RYDqjIbdI1G4,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
218,558,ChIJuzwfzmfxaS4RIQjKYi4wfdc,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
219,84,ChIJ8ccilZPzaS4R6FvhaRIeJGM,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
220,279,ChIJq4gFVIjxaS4RT7tBSmrflLI,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
221,29,ChIJqT4xjkz2aS4Rchw7cwhotAk,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
222,449,ChIJ-8eV1_bzaS4RGcv6l8kxBsE,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
223,387,ChIJq6ca0EjxaS4RfRbksOau540,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
224,964,ChIJGVD9v071aS4RAUZnEuuv9cw,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
225,47,ChIJcwgt_yX0aS4R-914aD6UsyU,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
226,269,ChIJ1_Zg-yPzaS4RIwjcrpDXCxA,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
227,277,ChIJHxRrAlzxaS4ROnIj33hO9qc,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
228,859,ChIJf3dvwCT1aS4RHt8NU4_ajeg,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
229,552,ChIJv4twJgX0aS4RPU85z_L9IIo,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
230,400,ChIJ1V1pomv0aS4RuKukVVZqrI0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
231,641,ChIJHcLzQRLxaS4Rmhp-mn31HRc,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0
232,490,ChIJ0_F9RMfzaS4R8JtcOyfNnzU,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
233,76,ChIJgw-JUYjxaS4RrEbIUDPCWbQ,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
234,788,ChIJVyllMOL1aS4R5fVisPHnq-M,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
235,141,ChIJ9UFwzvbzaS4R91dtdzt6_U8,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1
236,769,ChIJlTlbeInxaS4R69-iUDBNNtw,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
237,193,ChIJGVSN3fnzaS4R3w9qNDpIbjs,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
238,110,ChIJmS8JUrT2aS4R99BZY-87klI,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
239,784,ChIJGQ1hkdX1aS4Rq1rdFefMN38,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
240,919,ChIJUbFWB1vxaS4Rz4bnXgpxEoc,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
241,550,ChIJAQBAgSb0aS4Rpl46Fe8jWqA,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
242,95,ChIJyxJ9-5r3aS4Rju8Hgurw9ss,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
243,206,ChIJxzoGIT_0aS4R-8F9vOO-kzk,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0
244,90,ChIJ6SEPNDz3aS4R4vV0JZXzhx8,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
245,555,ChIJ_2OANZjxaS4RFaJTQ2w8njs,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
246,148,ChIJC-Gvr3_zaS4Rn6xyGuAxWDE,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
247,666,ChIJL_hVP5TzaS4R7xRcTWCjvQY,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
248,311,ChIJ-8lqzk3zaS4Rh2M9FQYV9e4,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
249,438,ChIJy7e0JS_0aS4R95MRrols1bk,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
250,874,ChIJy7e0JS_0aS4R95MRrols1bk,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
251,877,ChIJ1V1pomv0aS4RuKukVVZqrI0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
252,240,ChIJURGjzivyaS4ROAwJ5HY-wZA,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
253,169,ChIJR-d4u7LzaS4REMccUOjESM4,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
254,498,ChIJfYemRwX0aS4RdaYdCViX-5U,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0
255,393,ChIJwUYPPlDxaS4RQfXf5-zv3Mg,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
256,477,ChIJe0AHSNT1aS4Ra_RDoELknFw,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
257,398,ChIJv-3vXEDxaS4R0nmvTmJc5WA,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1
258,622,ChIJv-3vXEDxaS4R0nmvTmJc5WA,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0
259,410,ChIJ0_F9RMfzaS4R8JtcOyfNnzU,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
260,39,ChIJy7e0JS_0aS4R95MRrols1bk,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
261,801,ChIJSSiBI8LxaS4RNNFCSObC2YE,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
262,816,ChIJmfUdzT7xaS4RmC5ZrzudiX4,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1
263,197,ChIJ6SEPNDz3aS4R4vV0JZXzhx8,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
264,225,ChIJURGjzivyaS4ROAwJ5HY-wZA,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
265,366,ChIJlX0F7przaS4RiylbKJgpq-o,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
266,864,ChIJe0AHSNT1aS4Ra_RDoELknFw,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
267,588,ChIJ801wIyb0aS4RLceC1-Ez7HY,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0
268,248,ChIJ9UFwzvbzaS4R91dtdzt6_U8,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
269,151,ChIJpfTkUJjzaS4RmNzWVlzVBjI,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
270,256,ChIJv4twJgX0aS4RPU85z_L9IIo,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
271,453,ChIJv5x7qDTzaS4RYDqjIbdI1G4,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
272,817,ChIJtX1aSBT0aS4RYeoXrSXRWCY,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
273,561,ChIJP_KCL7_xaS4RK-0fDLYtghU,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
274,855,ChIJBXQMVOzzaS4RVYIMC8ymGqk,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
275,772,ChIJHcLzQRLxaS4Rmhp-mn31HRc,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0
276,678,ChIJcwgt_yX0aS4R-914aD6UsyU,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
277,187,ChIJsQOmkgj0aS4RHs7WWNfPiZE,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
278,689,ChIJ0wJppUjxaS4RowZMZwNYaqY,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
279,421,ChIJmS8JUrT2aS4R99BZY-87klI,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0
280,222,ChIJw19o1YL0aS4RBaSpx6ev-VQ,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
281,412,ChIJL_hVP5TzaS4R7xRcTWCjvQY,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
282,208,ChIJ0aVF46v2aS4Rnh8lZ3d5tUQ,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0
283,226,ChIJmfUdzT7xaS4RmC5ZrzudiX4,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0
284,970,ChIJ5264kWf1aS4R9ED7F-k4SFI,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
285,980,ChIJGQ1hkdX1aS4Rq1rdFefMN38,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
